image_id,aoi_name,BLUE,GREEN,RED,NIR,SWIR1,SWIR2,NDVI,NDTI,GNDVI,NDMI,NDWI,NGRDI,SAVI,BSI,EVI,AVI,MSI,GCI,OSAVI,MSAVI2,NLI,VARI,RVI,SOCI,RIPI,pixel_count,fcc
LANDSAT/LE07/C02/T1_L2/LE07_202033_20020429,projects/preprocesado-guillesrf/assets/la_cana_point,0.0369632518365994,0.06908213470060484,0.055871587398521556,0.42675069300412294,0.18246447787453957,0.08784612010996894,0.7662277338213881,0.6593086147403101,0.7187319225593904,0.40070393957882744,-0.7187319225593904,0.12171364426152682,0.5639869549451965,-0.5325911638219079,0.6244347075704739,0.529352301410705,0.43561380021384055,5.395705289823338,0.574788904487876,0.5857251189774556,0.5243704266422079,0.17403485387562262,8.477490961095716,10.28960444297644,0.2413111402013221,864,1.6263855889764347
LANDSAT/LE07/C02/T1_L2/LE07_202032_20020515,projects/preprocesado-guillesrf/assets/valdelacasa_point,0.045456334485843,0.07087799730072109,0.0697923894635042,0.3025943264515719,0.17950853228691813,0.09502106007428117,0.6156640872400592,0.5141225328081934,0.6114552404822103,0.2483764867628713,-0.6114552404822103,0.021042485474579396,0.3964463912978333,-0.3581895328797834,0.4218292765376108,0.4005299010036894,0.6199594809769744,3.4174655005776975,0.4314873532522038,0.38162150876951695,0.1261522053960278,0.033115610902506865,4.832839704140537,9.756387555455598,0.18619335795753772,865,48.80816166880233
LANDSAT/LE07/C02/T1_L2/LE07_203033_20020506,projects/preprocesado-guillesrf/assets/las_casillas_point,0.05491222570653996,0.08188213179192726,0.09125639748132411,0.2718155044577668,0.24914809240460245,0.14444212204912765,0.4978030968442189,0.3036760658425319,0.537157695251142,0.041313032691467036,-0.537157695251142,-0.05194312967801958,0.31239832747032575,-0.1619471454320458,0.3199127358452635,0.353279676416911,0.9346899100078594,2.356472480958449,0.3439608353788534,0.2868703444537209,-0.10522017738486297,-0.07580831829684424,3.049035502877145,7.595069804230489,0.1815359509695457,787,40.44555747299029
LANDSAT/LE07/C02/T1_L2/LE07_202032_20030518,projects/preprocesado-guillesrf/assets/la_villa_point,0.056585450074870675,0.082995887671295,0.09308797750476426,0.29849065119339274,0.25276837353661924,0.1497949489744987,0.5260081225837905,0.33856581200054975,0.5644518681459584,0.08616613975088586,-0.5644518681459584,-0.05094136768065592,0.3455694684654077,-0.19646659239785658,0.36003871661018505,0.3808488365680674,0.8507657284882023,2.6491617821527274,0.3727421469550629,0.32357075049427064,-0.014663135258273646,-0.07438985971684026,3.3429961477135723,7.596934129688526,0.1957893143490789,862,24.9708562115622
LANDSAT/LE07/C02/T1_L2/LE07_203032_20030525,projects/preprocesado-guillesrf/assets/valdelacasa_point,0.03235484286330422,0.05992135698233988,0.059330405116448,0.2930598786829799,0.17532414279066572,0.08544174063649171,0.6595347786065495,0.5458611824072663,0.6573601785160635,0.24977662781733884,-0.6573601785160635,0.00919282548173462,0.40945360711790846,-0.38434139973727927,0.4150582305059651,0.399847339983689,0.6108790084596812,3.932833970192676,0.4534927598290303,0.39117142817362904,0.1767784982219895,0.012958645454850967,5.106413697067126,9.323125548873689,0.1761951418997142,863,48.80816166880233
LANDSAT/LE07/C02/T1_L2/LE07_203033_20050428,projects/preprocesado-guillesrf/assets/la_cana_point,0.05208134085566149,0.08406887068465793,0.0972323476346129,0.30994141810511433,0.2881499520964834,0.16334309907574387,0.5207463377514697,0.30985885584276196,0.571417367824421,0.03663358247123543,-0.571417367824421,-0.06898355818444606,0.3505949718623199,-0.1657719710553337,0.3543384521107991,0.38930016997255473,0.9439086353396211,2.725435717145734,0.3736329093874034,0.3300430390265555,-0.005497278361390284,-0.09630854757904281,3.2876704954546785,6.524959983303469,0.2035868828698636,246,1.6263855889764347
LANDSAT/LE07/C02/T1_L2/LE07_203032_20050311,projects/preprocesado-guillesrf/assets/la_ciervina_point,0.05471996971949779,0.07744424159623675,0.09725319377782386,0.21937589141624916,0.27263288212559134,0.19869306987340024,0.382653283445282,0.05510836218257677,0.4731877581794214,-0.10816477633112198,-0.4731877581794214,-0.10907369236346413,0.2221727016928455,0.03175879882481895,0.2185539545861633,0.2865258259627761,1.264005854707529,1.8563993217772528,0.2533351803634187,0.19616728984335952,-0.3363608926268049,-0.15877817680637096,2.3183102379531713,7.5652965400598955,0.15831454259703673,449,44.6783766659707
LANDSAT/LE07/C02/T1_L2/LE07_203032_20070418,projects/preprocesado-guillesrf/assets/las_casillas_point,0.0477537226533393,0.07409085701866854,0.07300577288929755,0.28070037714728724,0.2216536122261974,0.12128199953680985,0.5830248651870568,0.3923285706907174,0.5784930346217974,0.11396877038531644,-0.5784930346217974,0.00933544181279331,0.3622599957382672,-0.25512176869340863,0.3797597092645849,0.3765755617736994,0.8069802060648893,2.7829473858040625,0.4007746729033529,0.33866512623165007,0.02925402675937984,0.013922859713261725,3.888803205266723,9.002502535564076,0.17685307501829267,581,40.44555747299029
LANDSAT/LE07/C02/T1_L2/LE07_202032_20080328,projects/preprocesado-guillesrf/assets/deheson_S3_point,0.09751468295606053,0.12332890624007849,0.1286712679773319,0.34952254960632434,0.24654477838540037,0.15300657132992598,0.45894412942097224,0.38809396336055174,0.4756181964797097,0.16962063729037166,-0.4756181964797097,-0.020244327325444508,0.3366789893397308,-0.22608780362731662,0.3958157686495425,0.40522956228235024,0.7141422451002275,1.8449036218032748,0.3437040785760367,0.3191472381084465,-0.031170613951095435,-0.032931934158808206,2.7466551040246396,6.217194752448788,0.2390969087918283,739,26.288873268297614
LANDSAT/LE07/C02/T1_L2/LE07_202032_20080328,projects/preprocesado-guillesrf/assets/deheson_S7_point,0.11529957672390108,0.1377297262673396,0.1421944392167499,0.33981236936542003,0.2394353690756581,0.15282904287370086,0.40877579063364633,0.37864678618615827,0.4219724201597824,0.1726192455625299,-0.4219724201597824,-0.015555046473467163,0.30124294957985676,-0.21346473845270594,0.3719432778559655,0.3855778084216649,0.7100218485128169,1.4711229332878857,0.30699306523767667,0.2827673565250468,-0.10461707851712569,-0.026309669512766816,2.400177350380143,5.908877299216702,0.2410034042910852,529,16.059606113310345
LANDSAT/LE07/C02/T1_L2/LE07_202032_20080328,projects/preprocesado-guillesrf/assets/deheson_W1_point,0.09657137878771183,0.11782125165342093,0.1267968179087531,0.2837223536998046,0.23109411237475366,0.15244863639620387,0.382124344102504,0.30231714560557144,0.41178523336112727,0.10218550947579283,-0.41178523336112727,-0.03516734874072287,0.25765069775211585,-0.15492280991643945,0.29636847785481907,0.3379344701010618,0.8156228728846716,1.4075356071728036,0.27428525162180606,0.23497594179829112,-0.22523377850566925,-0.05777899774193003,2.2444293805375293,6.582742726473323,0.205259585804279,712,35.41679980182189
LANDSAT/LE07/C02/T1_L2/LE07_202032_20080328,projects/preprocesado-guillesrf/assets/deheson_C2_point,,,,,,,,,,,,,,,,,,,,,,,,,,0,21.885510905952902
LANDSAT/LE07/C02/T1_L2/LE07_202032_20100521,projects/preprocesado-guillesrf/assets/deheson_C5_point,0.04408476133293305,0.07531028685079545,0.07604661287901536,0.31283615836085227,0.19359775532873014,0.10449307775442802,0.6114844256614416,0.5102796123293074,0.6119757791520382,0.24535274073902208,-0.6119757791520382,0.006759977435246664,0.3995381022079485,-0.3433225383883182,0.412953567322035,0.4081640179910318,0.6263812221803674,3.2643414782356857,0.43196797861667396,0.3822524526068426,0.1363105154198968,0.01010800256505955,4.430269529723023,8.144536036591246,0.19444138561993393,713,31.53895476521805
LANDSAT/LE07/C02/T1_L2/LE07_202032_20090502,projects/preprocesado-guillesrf/assets/deheson_S3_point,0.04705893126930325,0.07423515170816292,0.08597237367176964,0.2596080956130766,0.260663901276105,0.15490126747744967,0.501357616028071,0.2520199064359912,0.5537560555154215,-0.004403728974238428,-0.5537560555154215,-0.07114447759203431,0.3061525912205154,-0.12197003426657249,0.30402229745310944,0.343836232502314,1.0218267734410023,2.531001283729171,0.3413508884284166,0.2795180732952873,-0.12347049073037417,-0.10078017975135087,3.082032751593819,7.597676757227453,0.17279023464242307,703,26.288873268297614
LANDSAT/LE07/C02/T1_L2/LE07_202032_20090502,projects/preprocesado-guillesrf/assets/deheson_S7_point,0.0679213224316802,0.10280123940409892,0.12914212060349198,0.2785325615194836,0.3111341433135119,0.21212405490890693,0.41669020189145195,0.1776339297998973,0.49453388012446237,-0.0417505616512311,-0.49453388012446237,-0.09610986275603287,0.2576760919423879,-0.055024728540572596,0.25334685264398377,0.3258807299978871,1.0988659715395224,2.152080401795764,0.285227480615378,0.23437378212962695,-0.18724215389092144,-0.135937256747425,2.6449873817405427,6.550379087201799,0.20383734106148768,683,16.059606113310345
LANDSAT/LE07/C02/T1_L2/LE07_202032_20090315,projects/preprocesado-guillesrf/assets/deheson_W1_point,0.043043826384767434,0.06228335683249926,0.06332968437430242,0.2196086665232847,0.21689637928171243,0.1259275852394924,0.557003116309465,0.2821904243339618,0.5589534450787913,0.012230027133321065,-0.5589534450787913,-0.0010480750331667802,0.2986679128222862,-0.1735536255925228,0.30564928177077233,0.3171396941376318,0.9815552006816977,2.5540522642972157,0.3528213931130984,0.2659921126137942,-0.13009954916145705,1.4828721863949915E-5,3.568586189834338,11.646609539665079,0.14146917544879375,720,35.41679980182189
LANDSAT/LE07/C02/T1_L2/LE07_202032_20090502,projects/preprocesado-guillesrf/assets/deheson_W4_point,0.048535397573736774,0.07437089001322358,0.08748022279077779,0.2399397005979419,0.25469197191398835,0.15924818720174796,0.47324735601291223,0.21480992138073723,0.530818650181906,-0.02366450132575843,-0.530818650181906,-0.07263663618342402,0.27730184545590775,-0.09276597823063278,0.2739422781448742,0.320981306971556,1.0675747008925993,2.3319038807744965,0.31533884801522166,0.24912382431791133,-0.18939587940691763,-0.10315334634644882,2.942024069231376,7.942129458947831,0.1637099616943596,750,38.30588688927696
LANDSAT/LE07/C02/T1_L2/LE07_202032_20090502,projects/preprocesado-guillesrf/assets/deheson_C2_point,0.06688336421209029,0.09955859653474732,0.12292049567317855,0.2613493685578883,0.3103462976804332,0.2158420152929816,0.3738132976152373,0.1092566900216591,0.45751710138401513,-0.08090523983764678,-0.45751710138401513,-0.0999033758981504,0.2370261439813324,0.0012992163029816649,0.23350429736206393,0.31520089916392213,1.1886629424915027,1.7466130019405288,0.25961087006293077,0.21325953527404273,-0.2691050021968621,-0.14280500151125078,2.2677694317197727,5.916046651636133,0.19213493211553348,726,21.885510905952902
LANDSAT/LE07/C02/T1_L2/LE07_202032_20090331,projects/preprocesado-guillesrf/assets/deheson_C5_point,0.06944843169722066,0.09001102099349516,0.09695948166765243,0.2835830947664111,0.26380465745121223,0.15959342193968046,0.4954818486499511,0.288222868536868,0.5217761229803624,0.04051909971423499,-0.5217761229803624,-0.03404618129535454,0.3182967492056587,-0.167008300781265,0.3474306654861175,0.36214723099922747,0.9295290085874774,2.239165523271615,0.3468109065758445,0.29383498347505077,-0.08410285586797395,-0.05295764719237059,3.0459416636748613,8.29630956347826,0.19027128821703143,725,31.53895476521805
LANDSAT/LE07/C02/T1_L2/LE07_202032_20090331,projects/preprocesado-guillesrf/assets/deheson_O6_point,0.06691341988246458,0.08928626688697847,0.09950777851394581,0.29092974847290015,0.2788883002192345,0.17135964359587616,0.4918047607106563,0.2628581110730418,0.5303317492013961,0.02280691083241075,-0.5303317492013961,-0.051282813087818145,0.32165794353113825,-0.14305477789363127,0.34475407038446043,0.3678390216831825,0.9619664434356587,2.2869118822984817,0.34740129612579607,0.29782107944767866,-0.07963526270543783,-0.07895046330409862,2.9776555527966044,7.793463228430989,0.19521876349342326,733,23.43744708528334
LANDSAT/LE07/C02/T1_L2/LE07_202032_20100505,projects/preprocesado-guillesrf/assets/atoquedo_point,0.04512610449818323,0.08241778865430384,0.09068931979075301,0.28510161602556017,0.23004380372133815,0.1390996834669844,0.5216820011487543,0.3512939842278036,0.5529515835717709,0.11061591193452562,-0.5529515835717709,-0.04119887651266954,0.3333432617389044,-0.18805694444649018,0.32715216376627715,0.36891879250789333,0.807079119213429,2.5004601385211793,0.3641764119772955,0.3087864391870291,-0.04578330641973966,-0.05483817262226247,3.258575957156128,6.379162156947632,0.18789546790815653,690,35.1349310498449
LANDSAT/LE07/C02/T1_L2/LE07_202032_20100521,projects/preprocesado-guillesrf/assets/la_villa_point,0.05636292104586919,0.08969099820120746,0.09793354125979699,0.3241276063857126,0.2547764942984708,0.15170894573108057,0.5342650179046582,0.3658115834927606,0.5644189634663802,0.12185857290417447,-0.5644189634663802,-0.03789828182423566,0.36687772094482946,-0.21393666545160916,0.3812039383973855,0.4031356831235647,0.7993864467248133,2.6530290382037878,0.3872512562024223,0.348718137030265,0.036201527751924874,-0.05329777710386617,3.45917394249444,6.607189125459428,0.2110305738227548,611,24.9708562115622
LANDSAT/LE07/C02/T1_L2/LE07_202032_20100622,projects/preprocesado-guillesrf/assets/valdelacasa_point,0.0389621551864153,0.06044127515910525,0.0693588716449511,0.24349247287087566,0.2059622082415998,0.11550773092840583,0.5566395515709424,0.35721978068215426,0.6018421513340725,0.08409189028771646,-0.6018421513340725,-0.06604658793673972,0.321159923532944,-0.21097742330349045,0.3188910560565196,0.3400779028240286,0.8499578509895066,3.064716229228946,0.36807868057675724,0.291693168485231,-0.07462400330541531,-0.09412079972329938,3.5862992987853723,9.49498216739726,0.15642567225791312,653,48.80816166880233
LANDSAT/LE07/C02/T1_L2/LE07_202032_20100521,projects/preprocesado-guillesrf/assets/deheson_S3_point,0.04586405272748489,0.0787965583246762,0.08135589378670112,0.31807957005794535,0.21015887597846677,0.11294681933711473,0.5917315654707678,0.4795671561559143,0.6015712861854189,0.2068713909825806,-0.6015712861854189,-0.011974223910170799,0.39286756114499877,-0.3093061686696833,0.40413979874753025,0.4091148011903032,0.6715879099417776,3.0844111775999354,0.42120913315477204,0.37478946774963046,0.10584753177803671,-0.01671232388480968,4.034342161980307,7.345818889126838,0.19971773192232276,704,26.288873268297614
LANDSAT/LE07/C02/T1_L2/LE07_202032_20100521,projects/preprocesado-guillesrf/assets/deheson_S7_point,0.06242296840114119,0.1007601612503101,0.11318032932274871,0.3526716672351766,0.24678588687670577,0.1371660882845449,0.5323673574655656,0.4618072678506448,0.5648516499752994,0.19700704262145116,-0.5648516499752994,-0.03775376943349409,0.3754502415833729,-0.27919922851676154,0.38809557453117505,0.41972316802782944,0.6937467281609289,2.7836963708474665,0.39048846397421244,0.36095686666980964,0.08264947723940788,-0.05344052056208083,3.6276858503402085,6.265597607718049,0.23292599827896301,696,16.059606113310345
LANDSAT/LE07/C02/T1_L2/LE07_202032_20100521,projects/preprocesado-guillesrf/assets/deheson_W1_point,0.04404607693271683,0.07275292043291127,0.07611090755168753,0.27468946094037466,0.22043862531396488,0.1252938179057278,0.5645053433605444,0.3710563370886489,0.5790111999446645,0.10543441838730162,-0.5790111999446645,-0.019442234942854922,0.347664115969826,-0.22544639820063953,0.3528183897911953,0.36781450790610887,0.8190870680502458,2.785704375170143,0.3860682304358709,0.32258344510857045,-0.010153323254532703,-0.027655032227820685,3.670944659297555,8.152810101162848,0.17540018424603104,736,35.41679980182189
LANDSAT/LE07/C02/T1_L2/LE07_202032_20100606,projects/preprocesado-guillesrf/assets/deheson_W4_point,0.05024725156051488,0.0781725535822796,0.09798471814063976,0.2724265770866714,0.2579952198530628,0.14941094418052223,0.4808789198238316,0.3054377191785223,0.5587160774630792,0.035519856189985974,-0.5587160774630792,-0.1011581783302232,0.30216368970404833,-0.14997352695832625,0.2973372244404362,0.34882578827275645,0.9482235986560009,2.6369029124185634,0.3326512966107177,0.2774174497635572,-0.11601753091765754,-0.14058425448069617,3.045069439125923,7.191412210714084,0.18520564761365502,781,38.30588688927696
LANDSAT/LE07/C02/T1_L2/LE07_202032_20100521,projects/preprocesado-guillesrf/assets/deheson_C2_point,0.04863264493967815,0.08010560126228795,0.08510693895218938,0.3009124159405719,0.2087247665326183,0.11537936089700625,0.5598697188745987,0.4512596065758417,0.5791522531819772,0.18502761144408553,-0.5791522531819772,-0.02511699483976309,0.3648886397475399,-0.2790849026744574,0.37354035793343726,0.3892985741163053,0.7013855487289248,2.817264534628282,0.39500916245944606,0.3436165367884147,0.035928211234496604,-0.035441179710922234,3.6739151167572515,7.3416134226506315,0.19300967744638067,775,21.885510905952902
LANDSAT/LE07/C02/T1_L2/LE07_202032_20100521,projects/preprocesado-guillesrf/assets/deheson_C5_point,0.04408476133293305,0.07531028685079545,0.07604661287901536,0.31283615836085227,0.19359775532873014,0.10449307775442802,0.6114844256614416,0.5102796123293074,0.6119757791520382,0.24535274073902208,-0.6119757791520382,0.006759977435246664,0.3995381022079485,-0.3433225383883182,0.412953567322035,0.4081640179910318,0.6263812221803674,3.2643414782356857,0.43196797861667396,0.3822524526068426,0.1363105154198968,0.01010800256505955,4.430269529723023,8.144536036591246,0.19444138561993393,713,31.53895476521805
